ANSI,State,County,sqmiles,y1930,y1940,y1950,y1960,y1970,y1980,y1990,y2000,y2010
a35031,NEW MEXICO,MCKINLEY,5448.723438,0,0,0,1700,0,350,800,0,0
a35033,NEW MEXICO,MORA,1931.096875,0,0,0,900,0,150,0,0,0
a35035,NEW MEXICO,OTERO,6613.21875,0,0,0,400,0,80,50,0,0
a35037,NEW MEXICO,QUAY,2874.61875,0,0,0,600,0,1000,1300,450,0
a35039,NEW MEXICO,RIO ARRIBA,5860.901563,0,0,0,800,0,150,100,0,0
a35041,NEW MEXICO,ROOSEVELT,2447.585938,0,0,0,1000,0,9500,15300,27000,0
a35045,NEW MEXICO,SAN JUAN,5514.021875,0,0,0,6400,0,3000,10500,13200,0
a35047,NEW MEXICO,SAN MIGUEL,4717.042188,0,0,0,1000,0,350,400,0,0
a35043,NEW MEXICO,SANDOVAL,3710.854688,0,0,0,2000,0,1500,800,0,0
a35049,NEW MEXICO,SANTA FE,1909.2375,0,0,0,1400,0,3300,4000,4050,0
a35051,NEW MEXICO,SIERRA,4179.03125,0,0,0,400,0,1100,300,1000,0
a35053,NEW MEXICO,SOCORRO,6646.432813,0,0,0,450,0,3500,900,0,0
a35055,NEW MEXICO,TAOS,2203.140625,0,0,0,400,0,100,0,0,0
a35057,NEW MEXICO,TORRANCE,3344.80625,0,0,0,3400,0,6300,3500,5600,0
a35059,NEW MEXICO,UNION,3823.65625,0,0,0,500,0,11200,9750,27500,0
a35061,NEW MEXICO,VALENCIA,1066.142188,0,0,0,2200,0,3300,1300,1000,0
a35000,NEW MEXICO,,121589.48,247000,199000,81000,37000,48000,105000,85000,150000,140000
a36001,NEW YORK,ALBANY,522.728125,0,0,0,0,0,6600,6800,3600,3500
a36003,NEW YORK,ALLEGANY,1029.360938,0,0,0,0,0,16300,14000,10700,14900
a36005,NEW YORK,BRONX,42.0953125,,,,,,,,,
a36007,NEW YORK,BROOME,705.76875,0,0,0,0,0,11500,10400,5400,6200
a36009,NEW YORK,CATTARAUGUS,1308.360938,0,0,0,0,0,21500,22000,18100,19500
a36011,NEW YORK,CAYUGA,691.5703125,0,0,0,0,0,87800,86700,61900,64400
a36013,NEW YORK,CHAUTAUQUA,1060.2375,0,0,0,0,0,25500,25800,23300,21900
a36015,NEW YORK,CHEMUNG,407.3625,0,0,0,0,0,7600,7100,5200,5400
a36017,NEW YORK,CHENANGO,893.559375,0,0,0,0,0,26700,21500,16300,15100
a36019,NEW YORK,CLINTON,1037.86875,0,0,0,0,0,21700,21700,17600,22900
a36021,NEW YORK,COLUMBIA,634.75,0,0,0,0,0,28100,21100,15100,12700
a36023,NEW YORK,CORTLAND,498.778125,0,0,0,0,0,23000,21300,13700,16300
a36025,NEW YORK,DELAWARE,1443.028125,0,0,0,0,0,17700,12600,8000,6400
a36027,NEW YORK,DUTCHESS,795.63125,0,0,0,0,0,22300,14800,9100,7900
a36029,NEW YORK,ERIE,1042.679688,0,0,0,0,0,30200,26000,20100,23000
a36031,NEW YORK,ESSEX,1794.298438,0,0,0,0,0,5200,4200,2100,0
a36033,NEW YORK,FRANKLIN,1629.103125,0,0,0,0,0,17200,13700,10800,0
a36035,NEW YORK,FULTON,495.46875,0,0,0,0,0,5000,4700,3200,2600
a36037,NEW YORK,GENESEE,492.940625,0,0,0,0,0,54200,42100,40200,49300
a36039,NEW YORK,GREENE,647.2421875,0,0,0,0,0,3100,1900,1400,0
a36041,NEW YORK,HAMILTON,1717.5125,,,,,,,,,
a36043,NEW YORK,HERKIMER,1411.979688,0,0,0,0,0,21500,21400,15000,16700
a36045,NEW YORK,JEFFERSON,1268.590625,0,0,0,0,0,41300,34700,29500,39600
a36047,NEW YORK,KINGS,70.8140625,,,,,,,,,
a36049,NEW YORK,LEWIS,1274.69375,0,0,0,0,0,16600,15500,20200,23600
a36051,NEW YORK,LIVINGSTON,631.9890625,0,0,0,0,0,56000,52100,52000,63100
a36053,NEW YORK,MADISON,654.85,0,0,0,0,0,43000,38600,31000,26000
a36055,NEW YORK,MONROE,657.2453125,0,0,0,0,0,32500,27100,28500,28600
a36057,NEW YORK,MONTGOMERY,403.2046875,0,0,0,0,0,26700,29000,21100,18800
a36059,NEW YORK,NASSAU,284.553125,,,,,,,,,
a36061,NEW YORK,NEW YORK,22.7828125,,,,,,,,,
a36063,NEW YORK,NIAGARA,522.85625,0,0,0,0,0,38000,30500,32300,35900
a36065,NEW YORK,ONEIDA,1212.046875,0,0,0,0,0,43800,43900,33300,35200
a36067,NEW YORK,ONONDAGA,778.396875,0,0,0,0,0,46300,42400,30700,38100
a36069,NEW YORK,ONTARIO,644.3453125,0,0,0,0,0,60600,46700,43700,44400
a36071,NEW YORK,ORANGE,810.8984375,0,0,0,0,0,18100,16400,11100,6600
a36073,NEW YORK,ORLEANS,391.2578125,0,0,0,0,0,51100,31600,30900,42100
a36075,NEW YORK,OSWEGO,951.6125,0,0,0,0,0,13400,16000,8500,9600
a36077,NEW YORK,OTSEGO,1001.125,0,0,0,0,0,26800,24900,16800,15100
a36079,NEW YORK,PUTNAM,230.3125,,,,,,,,,
a36081,NEW YORK,QUEENS,109.3140625,,,,,,,,,
a36083,NEW YORK,RENSSELAER,652.44375,0,0,0,0,0,15000,15900,14000,13800
a36085,NEW YORK,RICHMOND,58.3703125,,,,,,,,,
a36087,NEW YORK,ROCKLAND,173.546875,,,,,,,,,
a36091,NEW YORK,SARATOGA,809.9921875,0,0,0,0,0,17900,12000,9100,9900
a36093,NEW YORK,SCHENECTADY,204.4140625,0,0,0,0,0,2500,1600,600,800
a36095,NEW YORK,SCHOHARIE,621.8046875,0,0,0,0,0,15300,13400,8900,9100
a36097,NEW YORK,SCHUYLER,328.7953125,0,0,0,0,0,8500,7500,4600,7600
a36099,NEW YORK,SENECA,323.7046875,0,0,0,0,0,36000,33500,28400,25700
a36089,NEW YORK,ST LAWRENCE,2680.4,0,0,0,0,0,34600,35800,33700,36800
a36101,NEW YORK,STEUBEN,1390.58125,0,0,0,0,0,50700,46800,35100,35000
a36103,NEW YORK,SUFFOLK,911.9828125,0,0,0,0,0,1200,2200,2800,1100
a36105,NEW YORK,SULLIVAN,968.134375,0,0,0,0,0,4300,2700,2300,1500
a36107,NEW YORK,TIOGA,518.65625,0,0,0,0,0,17700,14000,9800,8600
a36109,NEW YORK,TOMPKINS,474.6546875,0,0,0,0,0,27200,20600,12500,15300
a36111,NEW YORK,ULSTER,1124.246875,0,0,0,0,0,7900,5200,1900,1300
a36113,NEW YORK,WARREN,866.9578125,0,0,0,0,0,400,300,0,0
a36115,NEW YORK,WASHINGTON,831.184375,0,0,0,0,0,34000,40100,27600,28400
a36117,NEW YORK,WAYNE,604.415625,0,0,0,0,0,46800,39600,40100,35100
a36119,NEW YORK,WESTCHESTER,430.515625,,,,,,,,,
a36121,NEW YORK,WYOMING,592.765625,0,0,0,0,0,43000,49500,42100,52500
a36123,NEW YORK,YATES,338.1125,0,0,0,0,0,19100,19900,15600,12300
a36000,NEW YORK,,54556,566000,690000,673000,653000,847000,1350000,1210000,980000,1050000
a37001,NORTH CAROLINA,ALAMANCE,423.9890625,0,0,0,0,0,14400,4100,5000,4300
a37003,NORTH CAROLINA,ALEXANDER,259.565625,0,0,0,0,0,5150,2600,3900,2500
a37005,NORTH CAROLINA,ALLEGHANY,234.996875,0,0,0,0,0,4010,3800,3000,0
a37007,NORTH CAROLINA,ANSON,531.5875,0,0,0,0,0,12400,7100,5800,7400
a37009,NORTH CAROLINA,ASHE,426.215625,0,0,0,0,0,2410,1300,0,0
a37011,NORTH CAROLINA,AVERY,247.04375,0,0,0,0,0,280,50,0,0
a37013,NORTH CAROLINA,BEAUFORT,827.98125,0,0,0,0,0,56900,53000,43500,46000
a37015,NORTH CAROLINA,BERTIE,699.3765625,0,0,0,0,0,45600,32500,18800,15100
a37017,NORTH CAROLINA,BLADEN,874.3625,0,0,0,0,0,36750,28600,19700,26400
a37019,NORTH CAROLINA,BRUNSWICK,846.9265625,0,0,0,0,0,11300,7000,5200,7300
a37021,NORTH CAROLINA,BUNCOMBE,655.9046875,0,0,0,0,0,7050,3400,2150,0
a37023,NORTH CAROLINA,BURKE,506.68125,0,0,0,0,0,5550,3000,1200,1200
a37025,NORTH CAROLINA,CABARRUS,361.75625,0,0,0,0,0,11450,3500,4200,4000
a37027,NORTH CAROLINA,CALDWELL,471.5921875,0,0,0,0,0,4320,1700,1400,0
a37029,NORTH CAROLINA,CAMDEN,240.559375,0,0,0,0,0,21900,17800,15600,15700
a37031,NORTH CAROLINA,CARTERET,505.7109375,0,0,0,0,0,6900,15600,19100,18000
a37033,NORTH CAROLINA,CASWELL,424.4984375,0,0,0,0,0,7200,3200,1150,1500
a37035,NORTH CAROLINA,CATAWBA,398.7171875,0,0,0,0,0,7300,3000,3200,2800
a37037,NORTH CAROLINA,CHATHAM,682.3375,0,0,0,0,0,10000,3400,2500,3000
a37039,NORTH CAROLINA,CHEROKEE,455.2609375,0,0,0,0,0,2270,1200,925,1000
a37041,NORTH CAROLINA,CHOWAN,172.59375,0,0,0,0,0,16300,9700,3400,0
a37043,NORTH CAROLINA,CLAY,214.7265625,0,0,0,0,0,2140,1000,425,0
a37045,NORTH CAROLINA,CLEVELAND,464.25,0,0,0,0,0,9500,2400,2200,3000
a37047,NORTH CAROLINA,COLUMBUS,937.3125,0,0,0,0,0,42850,38300,26800,39600
a37049,NORTH CAROLINA,CRAVEN,708.8984375,0,0,0,0,0,26850,20000,13200,18400
a37051,NORTH CAROLINA,CUMBERLAND,651.8921875,0,0,0,0,0,23800,13800,8700,11300
a37053,NORTH CAROLINA,CURRITUCK,261.8875,0,0,0,0,0,22250,11600,12800,11900
a37055,NORTH CAROLINA,DARE,383.475,0,0,0,0,0,100,500,0,0
a37057,NORTH CAROLINA,DAVIDSON,552.2140625,0,0,0,0,0,13350,7500,5200,6300
a37059,NORTH CAROLINA,DAVIE,264.0515625,0,0,0,0,0,9100,6800,4000,7000
a37061,NORTH CAROLINA,DUPLIN,815.446875,0,0,0,0,0,78500,55200,34500,42000
a37063,NORTH CAROLINA,DURHAM,285.971875,0,0,0,0,0,2050,500,0,700
a37065,NORTH CAROLINA,EDGECOMBE,505.11875,0,0,0,0,0,58400,30000,12400,13700
a37067,NORTH CAROLINA,FORSYTH,408.15625,0,0,0,0,0,6400,2100,1050,0
a37069,NORTH CAROLINA,FRANKLIN,491.7203125,0,0,0,0,0,13150,2800,2250,2000
a37071,NORTH CAROLINA,GASTON,356.025,0,0,0,0,0,4850,2400,0,0
a37073,NORTH CAROLINA,GATES,340.44375,0,0,0,0,0,25050,17000,5100,6700
a37075,NORTH CAROLINA,GRAHAM,292.0546875,0,0,0,0,0,320,100,0,0
a37077,NORTH CAROLINA,GRANVILLE,530.996875,0,0,0,0,0,10950,4300,1700,3000
a37079,NORTH CAROLINA,GREENE,265.9390625,0,0,0,0,0,49900,31100,10200,13600
a37081,NORTH CAROLINA,GUILFORD,646.1953125,0,0,0,0,0,13950,8000,7300,5300
a37083,NORTH CAROLINA,HALIFAX,724.084375,0,0,0,0,0,42400,20500,4600,7300
a37085,NORTH CAROLINA,HARNETT,594.9328125,0,0,0,0,0,21150,9800,3800,0
a37087,NORTH CAROLINA,HAYWOOD,553.6625,0,0,0,0,0,3470,1400,2450,1500
a37089,NORTH CAROLINA,HENDERSON,372.9546875,0,0,0,0,0,9170,9800,4900,3100
a37091,NORTH CAROLINA,HERTFORD,353.16875,0,0,0,0,0,22250,15000,8300,10700
a37093,NORTH CAROLINA,HOKE,390.74375,0,0,0,0,0,8150,5700,1400,5600
a37095,NORTH CAROLINA,HYDE,612.728125,0,0,0,0,0,28950,44000,25800,30500
a37097,NORTH CAROLINA,IREDELL,574.2,0,0,0,0,0,19050,11200,16800,17900
a37099,NORTH CAROLINA,JACKSON,490.7109375,0,0,0,0,0,580,600,0,0
a37101,NORTH CAROLINA,JOHNSTON,791.2140625,0,0,0,0,0,52700,23800,7400,10200
a37103,NORTH CAROLINA,JONES,471.2125,0,0,0,0,0,25750,19500,7400,11600
a37105,NORTH CAROLINA,LEE,254.95,0,0,0,0,0,2850,900,400,1300
a37107,NORTH CAROLINA,LENOIR,399.778125,0,0,0,0,0,59600,39600,17700,23600
a37109,NORTH CAROLINA,LINCOLN,297.9421875,0,0,0,0,0,6300,5000,2700,2700
a37113,NORTH CAROLINA,MACON,515.56875,0,0,0,0,0,1580,700,415,0
a37115,NORTH CAROLINA,MADISON,449.4203125,0,0,0,0,0,2110,700,320,0
a37117,NORTH CAROLINA,MARTIN,461.175,0,0,0,0,0,35000,27800,4400,6300
a37111,NORTH CAROLINA,MCDOWELL,440.9671875,0,0,0,0,0,2300,1900,750,0
a37119,NORTH CAROLINA,MECKLENBURG,523.775,0,0,0,0,0,5500,1500,1300,0
a37121,NORTH CAROLINA,MITCHELL,221.434375,0,0,0,0,0,500,200,0,0
a37123,NORTH CAROLINA,MONTGOMERY,491.765625,0,0,0,0,0,6250,2100,600,0
a37125,NORTH CAROLINA,MOORE,697.6421875,0,0,0,0,0,7300,1600,500,0
a37127,NORTH CAROLINA,NASH,540.2359375,0,0,0,0,0,29600,7200,1800,5000
a37129,NORTH CAROLINA,NEW HANOVER,191.5140625,0,0,0,0,0,1800,1000,0,0
a37131,NORTH CAROLINA,NORTHAMPTON,536.5765625,0,0,0,0,0,36450,14800,2400,6500
a37133,NORTH CAROLINA,ONSLOW,765.2375,0,0,0,0,0,24400,15300,10700,11000
a37135,NORTH CAROLINA,ORANGE,397.5953125,0,0,0,0,0,10750,4900,4000,3100
a37137,NORTH CAROLINA,PAMLICO,336.9421875,0,0,0,0,0,10550,12200,9400,14800
a37139,NORTH CAROLINA,PASQUOTANK,226.8796875,0,0,0,0,0,23700,24000,18500,18600
a37141,NORTH CAROLINA,PENDER,869.775,0,0,0,0,0,24500,13300,10100,14400
a37143,NORTH CAROLINA,PERQUIMANS,247.1234375,0,0,0,0,0,28700,26100,12900,14500
a37145,NORTH CAROLINA,PERSON,392.2953125,0,0,0,0,0,10750,4000,2400,3400
a37147,NORTH CAROLINA,PITT,651.58125,0,0,0,0,0,81200,44100,16200,26000
a37149,NORTH CAROLINA,POLK,237.846875,0,0,0,0,0,1820,500,0,0
a37151,NORTH CAROLINA,RANDOLPH,786.190625,0,0,0,0,0,23900,8600,7500,7900
a37153,NORTH CAROLINA,RICHMOND,473.434375,0,0,0,0,0,3800,1900,900,0
a37155,NORTH CAROLINA,ROBESON,948.7625,0,0,0,0,0,88950,59500,34800,56300
a37157,NORTH CAROLINA,ROCKINGHAM,565.5515625,0,0,0,0,0,8100,3900,3000,3600
a37159,NORTH CAROLINA,ROWAN,511.1578125,0,0,0,0,0,14300,8000,7900,10000
a37161,NORTH CAROLINA,RUTHERFORD,564.115625,0,0,0,0,0,4640,1300,425,0
a37163,NORTH CAROLINA,SAMPSON,944.6859375,0,0,0,0,0,79500,47900,22300,36900
a37165,NORTH CAROLINA,SCOTLAND,319.2078125,0,0,0,0,0,9850,4600,900,4900
a37167,NORTH CAROLINA,STANLY,395.05625,0,0,0,0,0,24200,14000,10000,11900
a37169,NORTH CAROLINA,STOKES,448.8578125,0,0,0,0,0,5400,1800,1600,0
a37171,NORTH CAROLINA,SURRY,532.165625,0,0,0,0,0,20550,10700,5500,8400
a37173,NORTH CAROLINA,SWAIN,528.090625,0,0,0,0,0,380,200,0,0
a37175,NORTH CAROLINA,TRANSYLVANIA,378.378125,0,0,0,0,0,2660,1500,1000,600
a37177,NORTH CAROLINA,TYRRELL,389.03125,0,0,0,0,0,15500,23500,26000,27800
a37179,NORTH CAROLINA,UNION,631.5,0,0,0,0,0,31450,22500,25400,31600
a37181,NORTH CAROLINA,VANCE,253.5125,0,0,0,0,0,2400,800,0,0
a37183,NORTH CAROLINA,WAKE,831.8984375,0,0,0,0,0,14500,3000,400,800
a37185,NORTH CAROLINA,WARREN,428.4484375,0,0,0,0,0,5500,2600,1250,600
a37187,NORTH CAROLINA,WASHINGTON,348.1921875,0,0,0,0,0,32800,29000,25000,33000
a37189,NORTH CAROLINA,WATAUGA,311.54375,0,0,0,0,0,820,350,0,0
a37191,NORTH CAROLINA,WAYNE,552.703125,0,0,0,0,0,78900,40700,21100,28200
a37193,NORTH CAROLINA,WILKES,755.34375,0,0,0,0,0,8710,5100,7300,5500
a37195,NORTH CAROLINA,WILSON,368.1765625,0,0,0,0,0,48800,24400,5000,10600
a37197,NORTH CAROLINA,YADKIN,334.8265625,0,0,0,0,0,22900,12000,11600,14000
a37199,NORTH CAROLINA,YANCEY,312.459375,0,0,0,0,0,1460,500,215,0
a37000,NORTH CAROLINA,,53818.51,2256000,2468000,2282000,1912000,1600000,1900000,1200000,730000,910000
a38001,NORTH DAKOTA,ADAMS,987.6296875,21000,12700,20800,29300,10500,9000,8000,9000,0
a38003,NORTH DAKOTA,BARNES,1491.58125,42000,38000,43700,33500,15400,12500,16000,33000,129000
a38005,NORTH DAKOTA,BENSON,1388.728125,9000,13300,18500,15100,2600,4200,9000,9400,36000
a38007,NORTH DAKOTA,BILLINGS,1148.890625,2000,4800,6800,7500,1400,2000,2100,1300,1000
a38009,NORTH DAKOTA,BOTTINEAU,1668.45625,9000,14600,9200,9700,1800,2000,1700,4200,5100
a38011,NORTH DAKOTA,BOWMAN,1161.825,11000,5900,20400,26300,6300,3500,3000,7000,8700
a38013,NORTH DAKOTA,BURKE,1103.59375,3000,6100,2300,1700,400,600,600,0,0
a38015,NORTH DAKOTA,BURLEIGH,1632.689063,37000,30100,42300,49300,22700,19500,19000,16200,25000
a38017,NORTH DAKOTA,CASS,1764.921875,110000,109000,109000,88500,20200,59000,75000,88000,238000
a38019,NORTH DAKOTA,CAVALIER,1488.776563,1000,2900,1600,800,300,700,200,600,1200
a38021,NORTH DAKOTA,DICKEY,1131.5,60000,45600,51300,42600,23800,45000,58000,87000,112000
a38023,NORTH DAKOTA,DIVIDE,1260.8125,2000,3700,2100,2200,800,100,300,0,1600
a38025,NORTH DAKOTA,DUNN,2008.476563,15000,24200,45500,60000,25100,21000,19500,11800,14000
a38027,NORTH DAKOTA,EDDY,630.1875,6000,11600,14300,9300,3100,5000,8500,7400,11600
a38029,NORTH DAKOTA,EMMONS,1510.482813,41000,29700,45300,54800,24000,32500,29000,29000,67400
a38031,NORTH DAKOTA,FOSTER,635.4625,12000,13300,17500,14000,5000,7600,7500,8700,33400
a38033,NORTH DAKOTA,GOLDEN VALLEY,1000.8,6000,12000,15300,23500,3600,2500,1500,4000,4500
a38035,NORTH DAKOTA,GRAND FORKS,1436.404688,22000,30000,31800,17100,8600,12500,14000,42000,91000
a38037,NORTH DAKOTA,GRANT,1659.164063,40000,23500,38300,52300,22100,22500,23000,13300,23600
a38039,NORTH DAKOTA,GRIGGS,708.83125,7000,11200,11500,9500,1900,5000,5000,8500,24300
a38041,NORTH DAKOTA,HETTINGER,1132.232813,20000,13500,20700,30800,4700,4000,5500,5800,0
a38043,NORTH DAKOTA,KIDDER,1351.217188,19000,14400,21100,23100,4800,15000,17500,15000,19300
a38045,NORTH DAKOTA,LA MOURE,1147.25,38000,29200,41300,36100,19100,23500,29000,54000,125500
a38047,NORTH DAKOTA,LOGAN,992.83125,7000,6900,14700,17000,7700,10000,12500,9500,28000
a38049,NORTH DAKOTA,MCHENRY,1873.99375,23000,23000,29600,28100,6900,9300,13000,11500,28000
a38051,NORTH DAKOTA,MCINTOSH,974.7296875,9000,13200,18300,15500,6200,12000,11500,14500,21700
a38053,NORTH DAKOTA,MCKENZIE,2759.604688,4000,11700,19900,16000,4100,3200,3700,3100,0
a38055,NORTH DAKOTA,MCLEAN,2110.921875,22000,22500,31100,36500,8000,5500,9900,5700,0
a38057,NORTH DAKOTA,MERCER,1042.990625,20000,16200,26400,40400,17500,13000,8400,3500,9000
a38059,NORTH DAKOTA,MORTON,1926.310938,37000,33800,55300,60500,19600,30000,33000,24000,35300
a38061,NORTH DAKOTA,MOUNTRAIL,1825.478125,5000,6000,5200,5600,600,1500,1300,500,0
a38063,NORTH DAKOTA,NELSON,981.8046875,3000,11300,9900,5600,1600,2000,3800,7700,15000
a38065,NORTH DAKOTA,OLIVER,722.5234375,14000,15300,18600,25500,14600,9300,10500,6900,15000
a38067,NORTH DAKOTA,PEMBINA,1118.757813,6000,16300,7300,3400,1500,5300,6500,15800,18000
a38069,NORTH DAKOTA,PIERCE,1018.623438,5000,8700,14500,12000,2400,6100,6300,5200,16000
a38071,NORTH DAKOTA,RAMSEY,1186.88125,2000,6600,6300,4800,1000,1000,1900,11000,42300
a38073,NORTH DAKOTA,RANSOM,862.3734375,44000,36500,49400,39200,20900,47000,59000,60000,67000
a38075,NORTH DAKOTA,RENVILLE,877.075,5000,9800,3600,6200,1300,1200,1000,1300,1900
a38077,NORTH DAKOTA,RICHLAND,1435.751563,110000,105600,120000,116200,77300,125000,170000,212000,228500
a38079,NORTH DAKOTA,ROLETTE,903.1,1000,2600,4100,2200,300,900,2000,3200,3900
a38081,NORTH DAKOTA,SARGENT,858.528125,53000,40500,50600,42100,25300,37500,50000,73000,93300
a38083,NORTH DAKOTA,SHERIDAN,972.3796875,11000,6300,12500,15000,3500,2500,5000,1600,8100
a38085,NORTH DAKOTA,SIOUX,1094.10625,12000,6800,14800,12000,5900,5500,6000,3500,6700
a38087,NORTH DAKOTA,SLOPE,1214.929688,6000,5500,10800,17100,1900,2500,2400,2800,2800
a38089,NORTH DAKOTA,STARK,1334.765625,14000,22000,37400,51300,14900,13500,13500,9600,14400
a38091,NORTH DAKOTA,STEELE,712.2296875,17000,12300,11500,9600,2000,4500,8000,22500,76700
a38093,NORTH DAKOTA,STUTSMAN,2221.798438,37000,30000,51400,43100,10700,17000,20000,23000,112000
a38095,NORTH DAKOTA,TOWNER,1024.58125,1000,3200,1000,1400,400,1000,800,1900,4500
a38097,NORTH DAKOTA,TRAILL,861.96875,28000,29400,23800,17400,3900,4000,11000,64000,97000
a38099,NORTH DAKOTA,WALSH,1281.960938,8000,11200,8200,4100,2400,5500,7800,14000,32000
a38101,NORTH DAKOTA,WARD,2013.321875,23000,23200,16900,19100,3200,2500,4500,2000,0
a38103,NORTH DAKOTA,WELLS,1271.079688,21000,15600,26500,23000,4700,11900,12500,9800,40600
a38105,NORTH DAKOTA,WILLIAMS,2077.454688,3000,7700,7800,8100,1500,600,1300,1500,0
a38000,NORTH DAKOTA,,70699.79,1084000,1059000,1338000,1335000,500000,700000,850000,1080000,2050000
a39001,OHIO,ADAMS,583.3390625,0,0,0,0,0,26000,19300,16600,12100
a39003,OHIO,ALLEN,402.4953125,0,0,0,0,0,53900,56700,62300,63300
a39005,OHIO,ASHLAND,422.9515625,0,0,0,0,0,61800,47800,39400,37400
a39007,OHIO,ASHTABULA,701.94375,0,0,0,0,0,23400,27700,18900,20200
a39009,OHIO,ATHENS,503.5734375,0,0,0,0,0,6100,4300,3400,2200
a39011,OHIO,AUGLAIZE,401.3875,0,0,0,0,0,67300,61000,66700,69100
a39013,OHIO,BELMONT,532.128125,0,0,0,0,0,7200,2900,2000,0
a39015,OHIO,BROWN,489.646875,0,0,0,0,0,34400,26600,30000,24100
a39017,OHIO,BUTLER,467.2625,0,0,0,0,0,51400,41500,33000,30600
a39019,OHIO,CARROLL,394.6171875,0,0,0,0,0,14900,11500,10700,9900
a39021,OHIO,CHAMPAIGN,428.6453125,0,0,0,0,0,106000,96400,83300,83800
a39023,OHIO,CLARK,396.590625,0,0,0,0,0,77500,68500,63700,62400
a39025,OHIO,CLERMONT,452.4875,0,0,0,0,0,16700,13700,16200,13200
a39027,OHIO,CLINTON,408.6859375,0,0,0,0,0,97300,89900,74400,69600
a39029,OHIO,COLUMBIANA,531.9203125,0,0,0,0,0,33400,24600,24600,22900
a39031,OHIO,COSHOCTON,563.91875,0,0,0,0,0,48800,33800,30000,24000
a39033,OHIO,CRAWFORD,401.7875,0,0,0,0,0,64500,72200,76000,78600
a39035,OHIO,CUYAHOGA,457.0609375,0,0,0,0,0,200,0,0,0
a39037,OHIO,DARKE,598.09375,0,0,0,0,0,112000,107300,124700,126000
a39039,OHIO,DEFIANCE,411.45625,0,0,0,0,0,42800,35700,48200,48400
a39041,OHIO,DELAWARE,443.0921875,0,0,0,0,0,63300,51600,43500,43700
a39043,OHIO,ERIE,251.5171875,0,0,0,0,0,32000,37400,31200,30900
a39045,OHIO,FAIRFIELD,504.4296875,0,0,0,0,0,78800,65600,60800,60100
a39047,OHIO,FAYETTE,406.3578125,0,0,0,0,0,96900,93000,85200,88800
a39049,OHIO,FRANKLIN,532.1671875,0,0,0,0,0,41200,33300,25500,19400
a39051,OHIO,FULTON,405.4453125,0,0,0,0,0,98500,96400,90100,76400
a39053,OHIO,GALLIA,466.5296875,0,0,0,0,0,5700,4200,4200,2100
a39055,OHIO,GEAUGA,400.165625,0,0,0,0,0,8900,9600,5400,3100
a39057,OHIO,GREENE,413.721875,0,0,0,0,0,79600,66500,63000,60400
a39059,OHIO,GUERNSEY,521.9078125,0,0,0,0,0,7100,6400,5500,3200
a39061,OHIO,HAMILTON,405.9109375,0,0,0,0,0,6600,4400,5600,4100
a39063,OHIO,HANCOCK,531.3609375,0,0,0,0,0,82100,75100,88900,80100
a39065,OHIO,HARDIN,470.4125,0,0,0,0,0,76000,68700,80900,90500
a39067,OHIO,HARRISON,402.340625,0,0,0,0,0,7000,5900,4400,0
a39069,OHIO,HENRY,416.0140625,0,0,0,0,0,77300,75400,78700,76500
a39071,OHIO,HIGHLAND,553.146875,0,0,0,0,0,77000,59100,42800,38700
a39073,OHIO,HOCKING,421.328125,0,0,0,0,0,7200,6000,3100,2500
a39075,OHIO,HOLMES,422.4359375,0,0,0,0,0,41700,32100,26700,21700
a39077,OHIO,HURON,491.475,0,0,0,0,0,64500,64300,65400,69400
a39079,OHIO,JACKSON,420.3046875,0,0,0,0,0,8300,6500,5300,2400
a39081,OHIO,JEFFERSON,409.38125,0,0,0,0,0,6800,4300,3200,1900
a39083,OHIO,KNOX,525.4984375,0,0,0,0,0,60800,59000,45900,52200
a39085,OHIO,LAKE,228.5421875,0,0,0,0,0,1900,0,0,0
a39087,OHIO,LAWRENCE,453.3890625,0,0,0,0,0,2600,2200,1800,900
a39089,OHIO,LICKING,682.85,0,0,0,0,0,71300,64500,53400,57100
a39091,OHIO,LOGAN,458.4359375,0,0,0,0,0,77300,67000,65800,69700
a39093,OHIO,LORAIN,491.1109375,0,0,0,0,0,33300,30800,27100,27200
a39095,OHIO,LUCAS,340.19375,0,0,0,0,0,29400,26200,23800,20500
a39097,OHIO,MADISON,466.7875,0,0,0,0,0,98000,95600,91100,93900
a39099,OHIO,MAHONING,411.1328125,0,0,0,0,0,25200,19300,15800,13700
a39101,OHIO,MARION,403.79375,0,0,0,0,0,81800,66800,62300,58600
a39103,OHIO,MEDINA,421.3734375,0,0,0,0,0,32400,22200,21100,18100
a39105,OHIO,MEIGS,430.0609375,0,0,0,0,0,5100,5300,4100,0
a39107,OHIO,MERCER,462.4515625,0,0,0,0,0,92600,82200,99000,100500
a39109,OHIO,MIAMI,406.5703125,0,0,0,0,0,71600,75100,71500,74000
a39111,OHIO,MONROE,455.5390625,0,0,0,0,0,3800,2300,2200,0
a39113,OHIO,MONTGOMERY,461.5171875,0,0,0,0,0,39000,37500,35400,37900
a39115,OHIO,MORGAN,416.425,0,0,0,0,0,6500,5300,4800,3200
a39117,OHIO,MORROW,406.0828125,0,0,0,0,0,54000,45400,45500,43300
a39119,OHIO,MUSKINGUM,664.6421875,0,0,0,0,0,26800,20500,18400,16900
a39121,OHIO,NOBLE,398.0203125,0,0,0,0,0,1900,2200,1800,0
a39123,OHIO,OTTAWA,254.915625,0,0,0,0,0,18600,19600,19900,18800
